Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Found in Sample Group: control,Found in Sample Group: ketamine,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Comet: Comet,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Comet,# Peptides (by Search Engine): Sequest HT,Biological Process,Cellular Component,Molecular Function,Pfam IDs,Entrez Gene ID,Gene Symbol,Gene ID,Reactome Pathways,Ensembl Gene ID,WikiPathways,# Protein Pathway Groups,# Razor Peptides,Abundance Ratio: (ketamine) / (control),Abundance Ratio Adj. P-Value: (ketamine) / (control),Abundance Ratio Variability [%]: (ketamine) / (control),Abundances (Grouped): control,Abundances (Grouped): ketamine,Abundances (Grouped) CV [%]: control,Abundances (Grouped) CV [%]: ketamine,"Found in Sample: F1: Sample, control","Found in Sample: F4: Sample, control","Found in Sample: F5: Sample, control","Found in Sample: F9: Sample, control","Found in Sample: F2: Sample, ketamine","Found in Sample: F6: Sample, ketamine","Found in Sample: F10: Sample, ketamine","Found in Sample: F11: Sample, ketamine",# Protein Groups,Modifications
TRUE,High,Master Protein,Q01853,Transitional endoplasmic reticulum ATPase OS=Mus musculus OX=10090 GN=Vcp PE=1 SV=4,High,High,0,48.741,30,17,60,17,806,89.3,5.26,59.87,27.82,17,12,cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;DNA metabolism;other metabolic processes;stress response;transport;other biological processes,other membranes;cytosol;ER/Golgi;nucleus;other cell component,signal transduction activity or receptor binding;enzyme regulator activity;other molecular function,"Pf00004, Pf02359, Pf02933, Pf17862",269523,Vcp,mmu:269523; Q01853; Q3TFH9; Q3TIM2; Q3TXN9; Q6PI18; Q8BSR6; Q8CEG4,Neutrophil degranulation; Protein methylation; Ovarian tumor domain proteases; Neddylation; RHOH GTPase cycle; ABC-family proteins mediated transport; Translesion Synthesis by POLH; Hedgehog ligand biogenesis; KEAP1-NFE2L2 pathway; HSF1 activation; N-glycan trimming in the ER and Calnexin/Calreticulin cycle; Josephin domain DUBs,ENSMUSG00000028452,IL-9 signaling pathway,13,0,1.245,0.9159484799,33.94,61,139,85.3,52.53,Peak Found,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,P12658,Calbindin OS=Mus musculus OX=10090 GN=Calb1 PE=1 SV=2,High,High,0,19.987,38,8,39,7,261,30,4.83,33.12,25.59,8,8,developmental processes;other biological processes,cytosol;cytoskeleton;nucleus;other cell component,other molecular function,"Pf00036, Pf13499",12307,Calb1,mmu:12307; P12658; Q545N6,,ENSMUSG00000028222,Vitamin D receptor pathway,1,1,1.456,0.7418746081,39.46,76.1,123.9,59.66,60.06,n/a,Peak Found,High,High,n/a,Peak Found,Peak Found,High,1,
TRUE,High,Master Protein,Q9CRB9,MICOS complex subunit Mic19 OS=Mus musculus OX=10090 GN=Chchd3 PE=1 SV=1,High,High,0,2.731,5,1,4,1,227,26.3,8.37,2.71,1.88,1,1,cell organization and biogenesis,other membranes;mitochondrion;nucleus,other molecular function,Pf05300,66075,Chchd3,mmu:66075; Q9CRB9,,ENSMUSG00000053768,,0,0,1.482,0.7261158624,47.27,80.6,119.4,,42.96,n/a,n/a,n/a,High,n/a,Peak Found,n/a,High,1,
TRUE,High,Master Protein,P31786,Acyl-CoA-binding protein OS=Mus musculus OX=10090 GN=Dbi PE=1 SV=2,High,High,0,23.153,46,3,307,3,87,10,8.82,403.96,404.95,3,3,cell cycle OR cell proliferation;other metabolic processes;stress response;developmental processes;other biological processes,non-structural extracellular;cytoskeleton;ER/Golgi,signal transduction activity or receptor binding;other molecular function,Pf00887,13167,Dbi,mmu:13167; P31786,Mitochondrial Fatty Acid Beta-Oxidation,ENSMUSG00000026385,PPAR signaling pathway,2,0,0.76,0.8885397818,24.31,117.6,82.4,12.36,9.4,High,High,High,High,High,High,High,High,1,
TRUE,High,Master Protein,P11404,"Fatty acid-binding protein, heart OS=Mus musculus OX=10090 GN=Fabp3 PE=1 SV=5",High,High,0,7.543,35,5,22,5,133,14.8,6.57,15.9,5.72,5,5,transport;other biological processes,non-structural extracellular;cytosol;nucleus,transporter activity;cytoskeletal activity;other molecular function,Pf00061,14077,Fabp3,mmu:14077; P11404; Q91W23,Triglyceride catabolism,ENSMUSG00000028773,PPAR signaling pathway,2,0,2.847,0.009101425346,38.89,43,157,47.08,63.97,Peak Found,Peak Found,Peak Found,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,Q93092,Transaldolase OS=Mus musculus OX=10090 GN=Taldo1 PE=1 SV=2,High,High,0,6.977,7,2,4,2,337,37.4,7.03,4.76,0,2,1,other metabolic processes,cytosol;nucleus;other cell component,other molecular function,Pf00923,21351,Taldo1,mmu:21351; P70358; P70703; Q52KM4; Q93092,Insulin effects increased synthesis of Xylulose-5-Phosphate; Pentose phosphate pathway,ENSMUSG00000025503,Pentose phosphate pathway,3,0,1.162,0.9546907661,56.07,76.9,123.1,70.38,64.54,Peak Found,n/a,n/a,High,n/a,High,n/a,Peak Found,1,
TRUE,High,Master Protein,Q91WK5,"Glycine cleavage system H protein, mitochondrial OS=Mus musculus OX=10090 GN=Gcsh PE=1 SV=2",High,High,0,13.057,18,2,14,2,170,18.6,4.75,20.09,7.32,2,1,protein metabolism;other metabolic processes,other cell component,other molecular function,Pf01597,68133,Gcsh,mmu:68133; Q91WK5; Q9CY75; Q9D197,Glycine degradation; Protein lipoylation,ENSMUSG00000034424,,2,0,0.936,0.996783417,39.11,75.5,124.5,82.47,21.86,High,Peak Found,High,High,n/a,High,High,High,1,
TRUE,High,Master Protein,Q6NZB0,DnaJ homolog subfamily C member 8 OS=Mus musculus OX=10090 GN=Dnajc8 PE=1 SV=2,High,High,0,4.577,13,3,9,3,253,29.8,9.06,8.04,4.03,3,2,,cytosol;nucleus;other cell component,other molecular function,Pf00226,68598,Dnajc8,mmu:68598; Q6NZB0; Q6PG72; Q8C2M6,,ENSMUSG00000054405,mRNA processing,1,0,0.957,0.996783417,25.13,104.9,95.1,28.29,23.73,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,High,1,
TRUE,High,Master Protein,Q7TQD2,Tubulin polymerization-promoting protein OS=Mus musculus OX=10090 GN=Tppp PE=1 SV=1,High,High,0,31.186,36,5,92,5,218,23.6,9.42,85.39,71.89,5,5,cell cycle OR cell proliferation;cell organization and biogenesis;developmental processes;other biological processes,cytosol;cytoskeleton;mitochondrion;ER/Golgi;nucleus;other cell component,cytoskeletal activity;other molecular function,Pf05517,72948,Tppp,mmu:72948; Q7TQD2,,ENSMUSG00000021573,,0,0,1.483,0.7261158624,34.78,76.2,123.8,62.35,7.7,High,High,High,High,High,High,High,High,1,
TRUE,High,Master Protein,P56959,RNA-binding protein FUS OS=Mus musculus OX=10090 GN=Fus PE=1 SV=1,High,High,0,36.452,22,7,118,5,518,52.6,9.36,114.5,86.68,7,6,cell organization and biogenesis;protein metabolism;RNA metabolism OR transcription;other metabolic processes;other biological processes,cytosol;nucleus;other cell component,signal transduction activity or receptor binding;cytoskeletal activity;nucleic acid binding activity;other molecular function,"Pf00076, Pf00641",233908,Fus,mmu:233908; P56959,mRNA Splicing - Major Pathway; Processing of Capped Intron-Containing Pre-mRNA,ENSMUSG00000030795,mRNA processing,3,2,0.938,0.996783417,34.51,106.2,93.8,20.3,25.56,High,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,Q64524,Histone H2B type 2-E OS=Mus musculus OX=10090 GN=H2bc21 PE=1 SV=3,High,High,0,30.703,41,5,514,1,126,14,10.32,675.46,426.57,5,5,,nucleus;other cell component,nucleic acid binding activity;other molecular function,Pf00125,319190,H2bc21,mmu:319190; Q64524,Regulation of endogenous retroelements by KRAB-ZFP proteins; Recognition and association of DNA glycosylase with site containing an affected purine; Cleavage of the damaged purine; Condensation of Prophase Chromosomes; DNA Damage/Telomere Stress Induced Senescence; Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks; Nonhomologous End-Joining (NHEJ); Processing of DNA double-strand break ends; G2/M DNA damage checkpoint; Inhibition of DNA recombination at telomere; Deposition of new CENPA-containing nucleosomes at the centromere; HDACs deacetylate histones; HATs acetylate histones; E3 ubiquitin ligases ubiquitinate target proteins; RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function; Estrogen-dependent gene expression; PRC2 methylates histones and DNA; MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis,ENSMUSG00000068854,,18,0,0.868,0.9546907661,71.91,113.3,86.7,39.13,71,High,High,High,High,High,High,High,High,1,
TRUE,High,Master Protein,P10649,Glutathione S-transferase Mu 1 OS=Mus musculus OX=10090 GN=Gstm1 PE=1 SV=2,High,High,0,50.533,59,11,126,10,218,26,7.94,128.55,89.41,11,9,other metabolic processes;other biological processes,non-structural extracellular;cytosol;other cell component,other molecular function,"Pf00043, Pf02798",14862,Gstm1,A2AE90; mmu:14862; P10649; Q58ET5,Glutathione conjugation,ENSMUSG00000058135,Metapathway biotransformation; Aflatoxin B1 metabolism; Estrogen metabolism; Oxidative stress and redox pathway,5,1,1.224,0.9308668518,61.34,88.5,111.5,78.01,30.86,High,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,P61514,Large ribosomal subunit protein eL43 OS=Mus musculus OX=10090 GN=Rpl37a PE=1 SV=2,High,High,0,4.074,20,1,4,1,92,10.3,10.43,3.45,1.97,1,1,protein metabolism;other metabolic processes,cytosol;translational apparatus;other cell component,other molecular function,Pf01780,19981,Rpl37a,mmu:19981; P12751; P61514,L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),ENSMUSG00000046330,Cytoplasmic ribosomal proteins,8,0,1.154,0.9546907661,28.08,95.6,104.4,14.27,26.62,Peak Found,Peak Found,Peak Found,High,n/a,n/a,Peak Found,High,1,
TRUE,High,Master Protein,Q68FD5,Clathrin heavy chain 1 OS=Mus musculus OX=10090 GN=Cltc PE=1 SV=3,High,High,0,8.483,3,5,14,5,1675,191.4,5.69,13.38,5.69,5,4,cell cycle OR cell proliferation;cell organization and biogenesis;other metabolic processes;transport;other biological processes,plasma membrane;other membranes;cytoskeleton;ER/Golgi;nucleus;other cell component,cytoskeletal activity;nucleic acid binding activity;other molecular function,"Pf00637, Pf01394, Pf09268, Pf13838",67300,Cltc,mmu:67300; Q68FD5,"MHC class II antigen presentation; Recycling pathway of L1; Cargo recognition for clathrin-mediated endocytosis; Golgi Associated Vesicle Biogenesis; LDL clearance; Retrograde neurotrophin signalling; Formation of annular gap junctions; Lysosome Vesicle Biogenesis; WNT5A-dependent internalization of FZD4; WNT5A-dependent internalization of FZD2, FZD5 and ROR2; VLDLR internalisation and degradation; RHOU GTPase cycle; RHOV GTPase cycle",ENSMUSG00000047126,IL-7 signaling pathway; Kit receptor signaling pathway,17,0,1.13,0.9546907661,21.33,77.9,122.1,86.12,29.81,Peak Found,n/a,n/a,High,Peak Found,Peak Found,Peak Found,High,1,
TRUE,High,Master Protein,P02798,Metallothionein-2 OS=Mus musculus OX=10090 GN=Mt2 PE=1 SV=2,High,High,0,5.377,20,1,11,1,61,6.1,7.83,19.23,,1,,stress response;signal transduction;other biological processes,cytosol;nucleus;other cell component,other molecular function,Pf00131,17750,Mt2,mmu:17750; P02798,Metallothioneins bind metals,ENSMUSG00000031762,Lung fibrosis,2,0,0.69,0.7721867681,64.68,121.4,78.6,44.89,49.55,High,High,High,High,High,High,High,High,1,
TRUE,High,Master Protein,Q61316,Heat shock 70 kDa protein 4 OS=Mus musculus OX=10090 GN=Hspa4 PE=1 SV=1,High,High,0,9.244,4,3,11,3,841,94.1,5.24,10.66,10.24,3,3,protein metabolism;other metabolic processes;other biological processes,cytosol;nucleus;other cell component,other molecular function,Pf00012,,Hspa4,Q61316,Regulation of HSF1-mediated heat shock response,,,1,0,1.233,0.9236040774,38.12,87.8,112.2,41.51,52.96,Peak Found,High,Peak Found,High,Peak Found,Peak Found,Peak Found,High,1,
TRUE,High,Master Protein,Q8C0M9,Isoaspartyl peptidase/L-asparaginase OS=Mus musculus OX=10090 GN=Asrgl1 PE=1 SV=1,High,High,0,8.401,11,3,16,3,326,33.9,7.65,11.95,8.97,3,3,protein metabolism;other metabolic processes,other cell component,other molecular function,Pf01112,66514,Asrgl1,mmu:66514; Q8C0M9; Q91WC8; Q9CVX3,Phenylalanine metabolism,ENSMUSG00000024654,,1,0,0.895,0.9676717961,31.88,76.5,123.5,72.91,37.01,High,High,High,High,Peak Found,High,Peak Found,High,1,
TRUE,High,Master Protein,P97371,Proteasome activator complex subunit 1 OS=Mus musculus OX=10090 GN=Psme1 PE=1 SV=2,High,High,0,10.17,18,4,10,4,249,28.7,5.97,8.91,6.39,4,4,other biological processes,nucleus;other cell component,,"Pf02251, Pf02252",19186,Psme1,mmu:19186; O35561; P97371; Q9D841,Proteasome assembly,ENSMUSG00000022216,Proteasome degradation,2,0,0.65,0.6841103529,20.41,143.9,56.1,,70.99,n/a,n/a,n/a,High,n/a,n/a,Peak Found,High,1,
TRUE,High,Master Protein,P35802,Neuronal membrane glycoprotein M6-a OS=Mus musculus OX=10090 GN=Gpm6a PE=1 SV=1,High,High,0,7.888,13,3,22,3,278,31.1,5.27,23.91,9.4,3,1,cell organization and biogenesis;transport;developmental processes;other biological processes,plasma membrane;other membranes;other cell component,transporter activity,Pf01275,234267,Gpm6a,mmu:234267; P35802,,ENSMUSG00000031517,,0,0,1.609,0.5354795322,76.95,99.2,100.8,52.85,20.75,n/a,Peak Found,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,Q99P72,Reticulon-4 OS=Mus musculus OX=10090 GN=Rtn4 PE=1 SV=2,High,High,0,25.393,14,7,40,7,1162,126.5,4.54,33.32,16.82,7,6,cell adhesion;cell organization and biogenesis;stress response;developmental processes;other biological processes,plasma membrane;other membranes;ER/Golgi;nucleus;other cell component,other molecular function,Pf02453,68585,Rtn4,mmu:68585; Q5DTK9; Q78NS1; Q7TNB7; Q80W95; Q8BGK7; Q8BGM9; Q8BH78; Q8BHF5; Q8K290; Q8K3G8; Q99P72; Q9CTE3,Axonal growth inhibition (RHOA activation),ENSMUSG00000020458,Spinal cord injury,2,0,1.396,0.8112425063,26.51,85.8,114.2,46.36,44.32,High,High,High,High,n/a,High,Peak Found,High,1,
TRUE,High,Master Protein,P26040,Ezrin OS=Mus musculus OX=10090 GN=Ezr PE=1 SV=3,High,High,0,66.147,42,20,218,12,586,69.4,6.1,170.13,98.57,20,17,cell adhesion;cell cycle OR cell proliferation;cell organization and biogenesis;transport;signal transduction;other biological processes,plasma membrane;other membranes;cytosol;cytoskeleton;nucleus;other cytoplasmic organelle;other cell component,cytoskeletal activity;other molecular function,"Pf00373, Pf00769, Pf09379, Pf09380, Pf20492",22350,Ezr,mmu:22350; P26040; Q80ZT8; Q9DCI1,Recycling pathway of L1; Netrin-1 signaling,ENSMUSG00000052397,Regulation of actin cytoskeleton,3,8,0.949,0.996783417,31.66,105,95,26.3,14.3,High,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,Q63918,Caveolae-associated protein 2 OS=Mus musculus OX=10090 GN=Cavin2 PE=1 SV=3,High,High,0,18.063,24,7,26,7,418,46.7,5.21,22.01,14.69,7,7,cell organization and biogenesis;other biological processes,plasma membrane;other membranes;cytosol;nucleus;other cell component,other molecular function,Pf15237,20324,Cavin2,mmu:20324; Q3V1P6; Q63918; Q78EC3; Q8CBT4,,ENSMUSG00000045954,,0,0,1.37,0.8322270673,54.38,55.4,144.6,59.8,61.89,Peak Found,Peak Found,Peak Found,High,n/a,Peak Found,Peak Found,High,1,
TRUE,High,Master Protein,Q9R0P5,Destrin OS=Mus musculus OX=10090 GN=Dstn PE=1 SV=3,High,High,0,21.202,45,6,53,6,165,18.5,7.97,58.85,34.87,6,4,cell organization and biogenesis;other biological processes,cytoskeleton;other cell component,cytoskeletal activity,Pf00241,56431,Dstn,mmu:56431; Q9R0P5,,ENSMUSG00000015932,,0,0,0.978,0.996783417,38.46,101.2,98.8,18.05,32.53,High,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,P56212,cAMP-regulated phosphoprotein 19 OS=Mus musculus OX=10090 GN=Arpp19 PE=1 SV=2,High,High,0,8.267,33,3,11,3,112,12.3,9.09,10.49,6.99,3,3,cell cycle OR cell proliferation;other biological processes,other cell component,enzyme regulator activity;other molecular function,Pf04667,59046,Arpp19,mmu:59046; P56212; Q543L2,MASTL Facilitates Mitotic Progression,ENSMUSG00000007656,,1,0,1.508,0.685929256,39.83,86.3,113.7,42.71,54.23,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,High,1,
TRUE,High,Master Protein,Q8C8R3,Ankyrin-2 OS=Mus musculus OX=10090 GN=Ank2 PE=1 SV=2,High,High,0,28.733,4,9,37,9,3898,426,5.17,29.1,17.87,9,7,cell-cell signaling;cell organization and biogenesis;transport;signal transduction;other biological processes,plasma membrane;other membranes;cytoskeleton;mitochondrion;other cytoplasmic organelle;other cell component,cytoskeletal activity;other molecular function,"Pf00531, Pf00791, Pf12796, Pf17809",109676,Ank2,mmu:109676; Q3TM62; Q3V2X0; Q6PCN2; Q80ZZ7; Q8BNC1; Q8C445; Q8C8R3; Q8CCV0,,ENSMUSG00000032826,,0,0,1.325,0.8549844798,36.61,85.5,114.5,47.68,62.16,High,Peak Found,High,High,Peak Found,High,Peak Found,High,1,
TRUE,High,Master Protein,P27546,Microtubule-associated protein 4 OS=Mus musculus OX=10090 GN=Map4 PE=1 SV=3,High,High,0,127.32,44,29,240,29,1125,117.4,4.98,217.2,137.79,29,26,cell cycle OR cell proliferation;cell organization and biogenesis;developmental processes;other biological processes,cytoskeleton;other cell component,cytoskeletal activity,Pf00418,17758,Map4,mmu:17758; P27546; Q05BJ2; Q3UIS2; Q3UUH5; Q3UY36; Q7TPC6; Q7TPD4; Q80YQ5; Q8CFP5,,ENSMUSG00000032479,,0,0,0.881,0.9564321402,38.06,106.6,93.4,23.76,23.15,High,High,High,High,High,High,High,High,1,
TRUE,High,Master Protein,Q9DC70,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial OS=Mus musculus OX=10090 GN=Ndufs7 PE=1 SV=1",High,High,0.001,1.713,4,1,4,1,224,24.7,9.92,3.26,2.02,1,1,cell organization and biogenesis;other metabolic processes;transport,plasma membrane;other membranes;other cell component,transporter activity;other molecular function,Pf01058,75406,Ndufs7,mmu:75406; Q9DC70,Complex I biogenesis,ENSMUSG00000020153,Oxidative phosphorylation; Electron transport chain,4,0,1.227,0.9308668518,33.81,89.8,110.2,29.75,10.87,n/a,Peak Found,Peak Found,High,n/a,Peak Found,n/a,High,1,
TRUE,High,Master Protein,Q8VE37,Regulator of chromosome condensation OS=Mus musculus OX=10090 GN=Rcc1 PE=1 SV=1,High,High,0,3.475,4,1,4,1,421,44.9,8.1,3.36,2.03,1,1,cell cycle OR cell proliferation;cell organization and biogenesis;other biological processes,nucleus;other cell component,enzyme regulator activity;nucleic acid binding activity,Pf00415,100088,Rcc1,mmu:100088; Q3UDB6; Q8VE37,Postmitotic nuclear pore complex (NPC) reformation,ENSMUSG00000028896,,1,0,0.846,0.948014582,6.03,108.3,91.7,12.96,,n/a,Peak Found,Peak Found,High,n/a,n/a,n/a,High,1,
TRUE,High,Master Protein,P10605,Cathepsin B OS=Mus musculus OX=10090 GN=Ctsb PE=1 SV=2,High,High,0,4.091,4,1,3,1,339,37.3,5.91,4.63,,1,,protein metabolism;other metabolic processes;other biological processes,non-structural extracellular;plasma membrane;other membranes;other cytoplasmic organelle;other cell component,other molecular function,"Pf00112, Pf08127",13030,Ctsb,mmu:13030; P10605; Q3UDW7,MHC class II antigen presentation; Neutrophil degranulation; Assembly of collagen fibrils and other multimeric structures; Collagen degradation; Trafficking and processing of endosomal TLR,ENSMUSG00000021939,,5,0,1.054,0.9932463579,0,97.4,102.6,,,n/a,n/a,High,High,n/a,n/a,n/a,High,1,
TRUE,High,Master Protein,P29341,Polyadenylate-binding protein 1 OS=Mus musculus OX=10090 GN=Pabpc1 PE=1 SV=2,High,High,0,43.439,25,14,89,14,636,70.6,9.5,71.14,31.54,14,12,RNA metabolism OR transcription;other metabolic processes;other biological processes,cytosol;nucleus;other cell component,nucleic acid binding activity,"Pf00076, Pf00658",18458,Pabpc1,mmu:18458; P29341; Q99L36,L13a-mediated translational silencing of Ceruloplasmin expression; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); AUF1 (hnRNP D0) binds and destabilizes mRNA; Translation initiation complex formation; Deadenylation of mRNA,ENSMUSG00000022283,Translation factors; mRNA processing,8,0,0.874,0.9546907661,23.92,101,99,18.27,19.23,High,High,High,High,Peak Found,High,Peak Found,High,1,
TRUE,High,Master Protein,P19783,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial OS=Mus musculus OX=10090 GN=Cox4i1 PE=1 SV=2",High,High,0,17.107,34,5,40,5,169,19.5,9.23,30.72,20.32,5,5,other metabolic processes,other membranes;cytosol;mitochondrion;nucleus,,Pf02936,12857,Cox4i1,mmu:12857; P19783; Q545A9,TP53 Regulates Metabolic Genes; Respiratory electron transport; Cytoprotection by HMOX1; Complex IV assembly,ENSMUSG00000031818,Electron transport chain,5,0,1.476,0.7261158624,36.07,69.8,130.2,36.65,34.11,n/a,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,P45878,Peptidyl-prolyl cis-trans isomerase FKBP2 OS=Mus musculus OX=10090 GN=Fkbp2 PE=1 SV=1,High,High,0,5.996,19,2,5,2,140,15.3,8.88,4.74,1.82,2,1,protein metabolism;other metabolic processes,other membranes;ER/Golgi,other molecular function,Pf00254,14227,Fkbp2,mmu:14227; P45878,,ENSMUSG00000056629,,0,0,1.014,0.996783417,58.47,100.8,99.2,55.6,16.53,Peak Found,Peak Found,Peak Found,High,n/a,Peak Found,Peak Found,High,1,
